,name,link,ac,health,strength,dexterity,constitution,intelligence,wisdom,charisma
702,Джакули,/bestiary/2635-jaculi/,14,16,2,2,0,-4,-1,-4
703,Джобал,/bestiary/6048-jobal/,13,16,0,2,1,0,1,0
704,Дива,/bestiary/8530-diva/,13,16,0,2,1,0,1,0
705,Дольгрим,/bestiary/4975-dolgrim/,15,13,2,2,1,-1,0,-1
706,Дон-Джон Раскин,/bestiary/7907-don_jon_raskin/,10,44,0,0,1,1,0,2
707,Драконид бааз,/bestiary/10568-baaz_draconian/,14,22,1,0,1,-1,-1,0
708,Драконид пехотинец,/bestiary/6306-draconian_foot_soldier/,14,22,1,0,1,-1,-1,0
709,Дуэргар споровый слуга,/bestiary/5841-duergar_spore_servant/,16,26,2,0,2,-4,-2,-5
710,Два сухих плаща,/bestiary/8518-two_dry_cloaks/,12,27,0,2,0,1,2,3
711,Дварф-альбинос духовный воин,/bestiary/6008-albino_dwarf_spirit_warrior/,13,30,1,1,3,1,2,0
712,Дейноних,/multiverse/bestiary/6603-deinonychus/,13,26,2,2,2,-3,1,-2
713,Дейноних зомби,/bestiary/5985-deinonychus_zombie/,11,32,2,2,2,-3,1,-2
714,Джимджар,/bestiary/5878-jimjar/,12,27,0,2,0,1,2,3
715,Джэмна Глимсилвер,/bestiary/3333-jamna_gleamsilver/,15,22,-1,3,2,2,0,1
716,Дикий грунг,/multiverse/bestiary/6785-grung_wildling/,16,27,-2,3,2,0,2,0
717,Дилофозавр,/bestiary/5965-dilophosaurus/,13,22,1,2,2,-4,1,-3
718,Дилофозавр зомби,/bestiary/5988-dilophosaurus_zombie/,11,22,1,0,2,-5,-2,-4
719,Драконий коготь,/bestiary/482-dragonclaw/,14,16,-1,3,1,0,0,1
720,Дриада,/bestiary/139-dryad/,11,22,0,1,0,2,2,4
721,Дроу шпион,/bestiary/4604-drow_spy/,12,27,0,2,0,1,2,3
722,Душитель,/multiverse/bestiary/6495-choker/,16,13,3,2,1,-3,1,-2
723,Дуэргар,/bestiary/140-duergar/,16,26,2,0,2,0,0,-1
724,Дуэргар алхимик,/bestiary/5896-duergar_alchemist/,16,26,2,0,2,0,0,-1
725,Дуэргар клинок души,/multiverse/bestiary/6712-duergar_soulblade/,14,27,3,3,0,0,0,1
726,Дабус,/bestiary/13079-dabus/,12,44,-1,2,1,3,2,2
727,Дагдра Глубинная кузня,/bestiary/8504-dagdra_deepforge/,15,27,0,0,1,1,3,1
728,Даджаркал,/bestiary/7440-dajarkal/,11,27,0,1,1,1,2,0
729,Двуглавый цербер,/bestiary/7178-two_headed_cerberus/,12,39,2,2,2,-4,1,-2
730,Дедуля Зетембей,/bestiary/6065-grandfather_zitembe/,13,27,0,0,1,1,3,1
731,Демос маген,/bestiary/3618-demos_magen/,16,51,2,2,4,0,0,-2
732,Детёныш лилового червя,/bestiary/1018-purple_wormling/,12,42,3,-2,3,-5,-2,-4
733,Детеныш потустороннего ужаса,/bestiary/12710-eldritch_horror_hatchling/,14,39,3,0,1,-5,1,-2
734,Джандар Чергоба,/bestiary/5297-jandar_chergoba/,13,33,0,2,1,0,1,2
735,Долгоносик,/bestiary/7729-weevil/,15,65,2,3,2,2,0,2
736,Драконид бозак,/bestiary/10569-bozak_draconian/,15,40,2,0,0,0,0,2
737,Драконид маг,/bestiary/6309-draconian_mage/,15,40,2,0,0,0,0,2
738,Драконнель,/bestiary/6338-dragonnel/,13,58,3,2,1,-1,1,0
739,Драконье крыло,/bestiary/483-dragonwing/,14,33,0,3,1,0,0,1
740,Дроки,/bestiary/5852-droki/,15,31,0,3,1,0,-3,3
741,Дроу младшая жрица Лолс,/bestiary/6198-junior_drow_priestess_of_lolth/,13,27,0,0,1,1,3,1
742,Друид,/bestiary/431-druid/,11,27,0,1,1,1,2,0
743,Дуб Меткобьющий,/bestiary/7474-oak_truestrike/,15,32,1,3,2,0,1,0
744,Дуэргар даркхафт,/bestiary/5834-duergar_darkhaft/,16,26,2,0,2,0,0,-1
745,Дуэргар кавалрахни,/multiverse/bestiary/6707-duergar_kavalrachni/,16,26,2,0,2,0,0,-1
746,Дуэргар кавалрахни,/bestiary/6090-duergar_kavalrachni/,16,26,2,0,2,0,0,-1
747,Дуэргар каменный страж,/multiverse/bestiary/7107-duergar_stone_guard/,18,39,4,0,2,0,0,-1
748,Дуэргар ксаррорн,/multiverse/bestiary/6714-duergar_xarrorn/,18,26,3,0,2,0,0,-1
749,Дуэргар повелитель разума,/multiverse/bestiary/6710-duergar_mind_master/,14,39,0,3,2,2,0,1
750,Дуэргар Хранитель Пламени,/bestiary/5835-duergar_keeper_of_the_flame/,16,26,2,0,2,0,0,-1
751,Дуэргарский молотобоец,/multiverse/bestiary/6706-duergar_hammerer/,17,33,3,-2,1,-3,-3,-3
752,Дэвиан Мартиков,/bestiary/4693-davian_martikov/,12,31,0,2,0,1,2,2
753,Дварф гробницы,/bestiary/6069-tomb_dwarf/,14,45,2,2,3,0,1,2
754,Дермот Вурдер (1-го уровня),/bestiary/7793-dermot_wurder_tier_1_/,17,44,3,1,2,0,3,0
755,Дерро савант,/multiverse/bestiary/6596-derro_savant/,13,36,-1,2,1,0,-3,2
756,Дерро савант,/bestiary/5828-derro_savant/,13,49,-1,2,1,0,-3,2
757,Джаспер Диммерчазм,/bestiary/7754-jasper_dimmerchasm/,17,58,3,1,2,0,0,0
758,Дитя лавы,/bestiary/5383-lava_child/,11,60,4,1,3,0,0,0
759,Долгаунт,/bestiary/4974-dolgaunt/,16,33,2,4,1,1,2,0
760,Донаар Блит'зен,/bestiary/7467-donaar_blit_zen/,18,45,3,-1,2,0,0,3
761,Доппельгангер,/bestiary/6-doppelganger/,14,52,0,4,2,0,1,2
762,Драконид капак,/bestiary/10570-kapak_draconian/,15,39,0,3,2,1,1,0
763,Драконид лазутчик,/bestiary/6308-draconian_infiltrator/,15,39,0,3,2,-1,1,0
764,Драконнель Драконьей армии,/bestiary/10575-dragon_army_dragonnel/,16,58,3,2,1,-1,1,0
765,Дралморрер Серорожденный,/bestiary/3331-dralmorrer_borngray/,16,52,4,2,2,3,0,-1
766,Дуэргарский крикун,/multiverse/bestiary/6711-duergar_screamer/,15,38,4,-2,1,-3,-3,-3
767,Дэтлок умертвие,/multiverse/bestiary/6584-deathlock_wight/,12,37,0,2,3,1,2,3
768,Дазон,/bestiary/5736-dzaan/,10,49,0,0,1,3,1,2
769,Демогоргон,/bestiary/8033-demogorgon/,15,60,3,1,3,-4,1,-3
770,Джалестр Сильвермейн,/bestiary/5296-jalester_silvermane/,18,71,2,2,1,1,2,1
771,Диббук,/multiverse/bestiary/6717-dybbuk/,14,37,-2,4,3,3,2,2
772,Драконид дредноут,/bestiary/6305-draconian_dreadnought/,16,57,4,0,4,0,0,0
773,Драконид сивак,/bestiary/10571-sivak_draconian/,16,57,4,0,4,1,0,0
774,Дроу стрелок,/bestiary/5113-drow_gunslinger/,18,84,1,4,2,0,1,2
775,Дух дриады,/bestiary/6432-dryad_spirit/,12,58,-5,2,0,1,0,3
776,Дух Эйгерона,/bestiary/7738-eigeron_s_ghost/,11,65,-2,1,0,0,1,3
777,Дэтлок,/multiverse/bestiary/6582-deathlock/,12,36,0,2,0,2,1,3
778,Девятипалая Кин,/bestiary/6445-nine_fingers_keene/,15,84,1,4,2,1,3,2
779,Дермот Вурдер (2-го уровня),/bestiary/7794-dermot_wurder_tier_2_/,19,82,4,1,2,0,4,0
780,Джеймс Крайон,/bestiary/7893-james_cryon/,12,82,0,2,1,4,3,2
781,Джим Темномаг,/bestiary/7462-jim_darkmagic/,12,40,-1,2,0,4,1,2
782,Дикий пепельник,/bestiary/12495-feral_ashenwight/,16,65,4,1,2,-3,2,-2
783,Дождь,/bestiary/11063-rain/,15,60,0,0,2,2,4,2
784,Дорик,/bestiary/10402-doric/,14,104,1,3,2,3,4,0
785,Дору,/bestiary/4696-doru/,15,82,3,3,3,0,0,1
786,Драконий клык,/bestiary/481-dragonfang/,15,78,0,3,2,1,1,2
787,Дрэгонбэйт,/bestiary/6009-dragonbait/,17,120,2,1,3,2,3,4
788,Дьявольский шнек,/bestiary/12500-fiendish_auger/,15,85,6,0,3,-2,1,-3
789,Давил Старсонг,/bestiary/5110-davil_starsong/,15,82,0,2,1,3,1,3
790,Даррибет Мелтимер,/bestiary/6221-darribeth_meltimer/,12,40,-1,2,0,3,1,0
791,Диолет Мондс,/bestiary/7418-dyolet_mounds/,12,40,-1,2,0,3,1,0
792,Драконид аурак,/bestiary/10567-aurak_draconian/,17,67,1,2,3,3,0,3
793,Драконид манипулятор,/bestiary/6310-draconian_mastermind/,17,67,1,2,3,2,0,3
794,Драконорождённый Сардиора,/bestiary/6334-dragonborn_of_sardior/,17,75,2,3,3,4,2,1
795,Драук,/bestiary/138-drider/,19,123,3,3,4,1,2,1
796,Дуэргар военачальник,/multiverse/bestiary/6713-duergar_warlord/,20,75,4,0,3,1,1,2
797,Дерголот,/multiverse/bestiary/6600-dhergoloth/,15,119,3,0,4,-2,0,-1
798,Драколев,/bestiary/6349-liondrake/,16,119,4,2,3,-2,1,1
799,Драконорождённый Тиамат,/bestiary/6335-dragonborn_of_tiamat/,18,85,5,0,4,0,1,3
800,Драннин Сплитхельм,/bestiary/4933-drannin_splithelm/,18,93,4,0,4,0,-1,1
801,Древесная зараза,/bestiary/950-tree_blight/,15,92,6,0,5,-2,0,-4
802,Друид Старины,/bestiary/10543-druid_of_the_old_ways/,14,90,0,2,3,0,5,2
803,Дрэглот,/multiverse/bestiary/6610-draegloth/,15,123,5,2,4,1,0,0
804,Душа дракона,/bestiary/484-dragonsoul/,16,110,0,4,2,1,1,3
805,«Демогоргон»,/bestiary/8520-_the_demogorgon_/,15,123,5,-1,3,-2,0,-1
806,Дагаз,/bestiary/9268-dagaz/,18,91,3,2,2,2,2,2
807,Дермот Вурдер (3-го уровня),/bestiary/7795-dermot_wurder_tier_3_/,20,93,4,1,2,0,5,0
808,Драконорождённый Багамута,/bestiary/6333-dragonborn_of_bahamut/,18,93,4,1,4,1,2,3
809,Дроу жрица Лолс,/bestiary/148-drow_priestess_of_lolth/,16,71,0,2,1,1,3,4
810,Друфи,/bestiary/6044-drufi/,15,138,6,-1,5,-1,0,1
811,Духовная нага,/bestiary/250-spirit_naga/,15,75,4,3,2,3,2,3
812,Дьявол цепей (Китон),/bestiary/80-chain_devil/,16,85,4,2,4,0,1,2
813,Дэтлок манипулятор,/multiverse/bestiary/6583-deathlock_mastermind/,13,110,0,3,1,2,1,3
814,Деррион Сумеречная тень,/bestiary/6147-derrion_shadowdusk/,18,143,5,2,2,0,2,1
815,Дриада Конклава,/bestiary/8291-conclave_dryad/,16,143,1,4,2,4,5,5
816,Дроу капитан дома,/multiverse/bestiary/6641-drow_house_captain/,16,162,2,4,2,1,2,1
817,Дюрнан,/bestiary/5114-durnan/,16,144,4,2,4,1,1,0
818,Демогот,/bestiary/8059-daemogoth/,16,157,4,2,4,5,2,4
819,Джамиль А'алития,/bestiary/7894-jamil_a_alithiya/,19,130,1,3,2,4,6,3
820,Древний облекс,/multiverse/bestiary/6900-elder_oblex/,16,115,2,3,5,6,1,4
821,Дуллахан,/bestiary/6863-dullahan/,16,135,4,2,3,0,2,3
822,Дурноглаз,/bestiary/8832-eye_monger/,17,149,5,-2,6,-2,1,-2
823,Дэв,/bestiary/32-deva/,17,136,4,4,4,3,5,5
824,Дао,/bestiary/160-dao/,18,187,6,1,7,1,1,2
825,Демоданд фарасту,/bestiary/13087-farastu_demodand/,17,195,5,1,3,-1,1,3
826,Джинн,/bestiary/161-djinni/,17,161,5,2,6,2,3,5
827,Дракогидра,/bestiary/6304-dracohydra/,17,218,5,1,5,-2,1,1
828,Дроу клинок теней,/multiverse/bestiary/6704-drow_shadowblade/,17,150,2,5,3,1,2,1
829,Дриввин Фрет,/bestiary/6184-drivvin_freth/,12,99,0,2,1,5,2,3
830,Дуговой Феникс,/bestiary/8290-arclight_phoenix/,16,142,2,6,3,-3,1,-2
831,Дуэргар деспот,/multiverse/bestiary/6705-duergar_despot/,21,119,5,-3,4,2,2,1
832,Демоданд келубар,/bestiary/13094-kelubar_demodand/,18,187,6,1,4,2,2,4
833,Джандер Санстар,/bestiary/6431-jander_sunstar/,16,144,4,4,4,3,2,4
834,Джиджибиша Маниварши,/bestiary/8490-jijibisha_manivarshi/,19,153,3,3,4,4,2,4
835,Дроу арахномант,/multiverse/bestiary/6611-drow_arachnomancer/,15,162,0,3,2,4,2,3
836,Древний морской змей,/bestiary/6291-ancient_sea_serpent/,17,170,7,2,5,1,3,1
837,Дредноут огненный великан,/multiverse/bestiary/6747-fire_giant_dreadnought/,21,187,8,-1,6,-1,0,0
838,Дроу инквизитор,/multiverse/bestiary/6642-drow_inquisitor/,16,149,0,2,2,3,5,5
839,Дворянин фомор,/bestiary/12125-fomorian_noble/,14,253,6,4,5,4,2,3
840,Джарлаксл Баэнр,/bestiary/5298-jarlaxle_baenre/,24,123,1,6,2,5,3,4
841,Древний глубинный ворон,/bestiary/7486-ancient_deep_crow/,18,187,6,3,6,0,2,4
842,Дух Бури,/bestiary/12268-tempest_spirit/,12,195,7,2,5,3,4,4
843,Демогот-титан,/bestiary/8060-daemogoth_titan/,17,203,8,0,8,7,4,5
844,Демоданд шатор,/bestiary/13095-shator_demodand/,19,195,7,2,3,5,3,5
845,Дезмир Сумеречная тень,/bestiary/6145-dezmyr_shadowdusk/,20,180,5,0,5,1,3,4
846,Драколич (шаблон),/bestiary/135-dracolich/,19,225,7,0,6,4,2,4
847,Драконий осколок,/bestiary/6312-draconic_shard/,17,168,-5,1,4,6,4,6
848,Дракочерепаха,/bestiary/137-dragon_turtle/,20,341,7,0,5,0,1,1
849,Демилич,/bestiary/62-demilich/,20,80,-5,5,0,5,3,5
850,Древний,/bestiary/8055-archaic/,20,245,7,0,7,8,7,5
851,Древний глубинный дракон,/bestiary/6262-ancient_deep_dragon/,20,201,6,3,5,4,4,5
852,Дроу любимый консорт,/multiverse/bestiary/6613-drow_favored_consort/,15,240,2,5,3,4,2,4
853,Дракон Края,/bestiary/11849-ender_dragon/,22,350,8,2,7,0,2,4
854,Древний кристаллический дракон,/bestiary/6248-ancient_crystal_dragon/,20,222,7,1,8,5,3,5
855,Древний лунный дракон,/bestiary/8770-ancient_lunar_dragon/,18,297,8,1,7,1,2,3
856,Древний белый дракон,/bestiary/111-ancient_white_dragon/,20,333,8,0,8,0,1,2
857,Древний латунный дракон,/bestiary/115-ancient_brass_dragon/,20,297,8,0,7,3,2,4
858,Древний топазный дракон,/bestiary/6283-ancient_topaz_dragon/,20,280,6,1,6,5,4,5
859,Дроу верховная мать,/multiverse/bestiary/6703-drow_matron_mother/,17,247,1,4,3,3,5,6
860,Древний изумрудный дракон,/bestiary/6266-ancient_emerald_dragon/,20,332,7,1,7,5,3,5
861,Древний луннокаменный дракон,/bestiary/6273-ancient_moonstone_dragon/,20,330,6,4,6,5,6,8
862,Древний медный дракон,/bestiary/123-ancient_copper_dragon/,21,350,8,1,7,5,3,4
863,Древний солнечный дракон,/bestiary/8774-ancient_solar_dragon/,18,425,9,2,8,3,4,3
864,Древний чёрный дракон,/bestiary/95-ancient_black_dragon/,22,367,8,2,7,3,2,4
865,Дракон старшего мозга,/bestiary/6341-elder_brain_dragon/,17,350,8,1,7,5,4,7
866,Древний бронзовый дракон,/bestiary/119-ancient_bronze_dragon/,22,444,9,0,8,4,3,5
867,Древний зеленый дракон,/bestiary/100-ancient_green_dragon/,21,385,8,1,7,5,3,4
868,Древний сапфировый дракон,/bestiary/6277-ancient_sapphire_dragon/,20,370,8,2,8,5,4,5
869,Джуиблекс,/multiverse/bestiary/6595-juiblex/,18,350,7,0,6,5,5,3
870,Древний аметистовый дракон,/bestiary/6245-ancient_amethyst_dragon/,20,444,8,2,8,8,4,6
871,Древний серебряный дракон,/bestiary/131-ancient_silver_dragon/,22,487,10,0,9,4,2,6
872,Древний синий дракон,/bestiary/99-ancient_blue_dragon/,22,481,9,0,8,4,3,5
873,Древний шторм,/multiverse/bestiary/6742-elder_tempest/,19,264,8,9,6,-4,5,4
874,Диррн,/bestiary/4969-dyrrn/,21,325,8,5,6,8,6,7
875,Древний золотой дракон,/bestiary/127-ancient_gold_dragon/,22,546,10,2,9,4,3,9
876,Древний красный дракон,/bestiary/107-ancient_red_dragon/,22,546,10,0,9,4,2,6
877,Древняя дракочерепаха,/bestiary/6288-ancient_dragon_turtle/,22,409,9,1,9,2,4,2
878,Демогоргон,/multiverse/bestiary/6586-demogorgon/,22,464,9,2,8,5,3,7
879,Демогоргон,/bestiary/5864-demogorgon/,22,493,9,2,8,5,3,7
880,Древний дракон времени,/bestiary/13133-ancient_time_dragon/,22,536,9,2,8,8,4,6
881,Ездовая лошадь,/bestiary/363-riding_horse/,10,13,3,0,1,-4,0,-2
882,Ездовая собака,/bestiary/5265-sled_dog/,13,11,1,2,1,-4,1,-2
883,Евгений Крушкин,/bestiary/4798-yevgeni_krushkin/,13,16,0,2,1,0,1,0
884,Елистер,/bestiary/7747-elister/,13,27,0,0,1,1,3,1
885,Единорог,/bestiary/306-unicorn/,12,67,4,2,2,0,3,3
886,Железный паук,/bestiary/6186-iron_spider/,19,80,4,0,0,-4,-4,-5
887,Жаболюд,/bestiary/49-bullywug/,15,11,1,1,1,-2,0,-2
888,Жёлтый мускусный зомби,/bestiary/6010-yellow_musk_zombie/,9,33,1,-1,1,-5,-2,-4
889,Железный защитник,/bestiary/1683-iron_defender/,17,30,3,2,3,-1,0,-2
890,Жаболюд квакун,/bestiary/7499-bullywug_croaker/,15,33,2,1,1,-2,2,0
891,Железный консул,/bestiary/6376-iron_consul/,16,45,3,0,3,1,2,3
892,Жёлтая мускусная лиана,/bestiary/6012-yellow_musk_creeper/,6,60,1,-4,1,-5,0,-4
893,Живая кукла,/bestiary/8375-living_doll/,11,28,-4,0,1,0,0,-2
894,Жнец Баала,/bestiary/6378-reaper_of_bhaal/,15,27,0,5,1,2,1,3
895,Жрец Воющей Ненависти,/bestiary/3651-howling_hatred_priest/,15,45,1,3,0,2,0,2
896,Жрец Сокрушительной Волны,/bestiary/4923-crushing_wave_priest/,13,52,2,0,2,0,0,3
897,Жрица сахуагинов,/bestiary/277-sahuagin_priestess/,12,33,1,0,1,1,2,1
898,Жаболюд-рыцарь,/bestiary/8365-bullywug_knight/,18,66,3,1,1,-1,0,2
899,Живое знамение,/bestiary/13294-living_portent/,15,65,2,3,2,2,3,2
900,Жрец Вечного Пламени,/bestiary/3679-eternal_flame_priest/,12,52,1,2,2,0,0,3
901,Жрец Чёрной Земли,/bestiary/4912-black_earth_priest/,17,45,2,0,2,1,0,3
902,Жук Ассасин,/bestiary/13620-assasin_bug/,14,55,1,2,1,-3,1,-2
903,Жрец яколюдов,/bestiary/5614-yakfolk_priest/,12,52,3,0,2,2,4,2
904,Жрец Кракена,/multiverse/bestiary/6821-kraken_priest/,15,75,1,0,3,0,2,2
905,Жрец Осибуса,/bestiary/6882-priest_of_osybus/,14,60,0,2,3,4,3,0
906,Жасмин,/bestiary/6049-jessamine/,15,58,0,3,2,1,0,0
907,Железнокожая гидра,/bestiary/7195-ironscale_hydra/,17,181,6,0,6,-4,0,-2
908,Жнец великан смерти,/bestiary/12090-death_giant_reaper/,18,172,8,2,5,4,3,3
909,Железный голем,/bestiary/185-iron_golem/,20,210,7,-1,5,-4,0,-5
910,Заводной наблюдатель,/bestiary/12690-clockwork_observer/,14,7,-5,3,1,-4,2,-5
911,Защитник колоды,/bestiary/13238-deck_defender/,16,5,3,3,2,-4,0,-5
912,Заяц,/bestiary/5749-hare/,13,1,-5,3,-1,-4,0,-3
913,Заяц химера,/bestiary/5803-chimeric_hare/,13,1,-5,3,-1,-4,0,-3
914,Земной зверь,/bestiary/4311-beast_of_the_land/,13,5,2,2,2,-1,2,0
915,Заводной мул,/bestiary/7748-clockwork_mule/,10,11,2,0,1,-4,0,-3
916,Зайцегон-разбойник,/bestiary/8370-harengon_brigand/,14,9,2,3,0,0,0,0
917,Зайцегон-стрелок,/bestiary/8371-harengon_sniper/,14,9,0,3,0,0,1,0
918,Зебра,/bestiary/6078-zebra/,10,13,3,0,1,-4,0,-2
919,Зигфрек Белвью,/bestiary/4813-zygfrek_belview/,11,26,1,-1,2,-1,0,-2
920,Золотой олень,/bestiary/8040-golden_stag/,10,13,3,0,1,-4,0,-2
921,Зомби,/bestiary/9-zombie/,8,22,1,-2,3,-4,-2,-3
922,Зловонный бык,/multiverse/bestiary/6491-stench_kow/,10,15,4,0,2,-4,0,-3
923,Зорбо,/bestiary/2637-zorbo/,10,27,1,0,1,-4,1,-2
924,Зубоскал,/bestiary/3616-cackler/,15,10,-1,3,0,0,-2,1
925,Заводной бронзовый скаут,/multiverse/bestiary/6539-clockwork_bronze_scout/,13,36,0,3,0,-4,2,-5
926,Заводной дракон,/bestiary/7483-clockwork_dragon/,16,22,2,0,1,0,0,1
927,Заводной защитник,/bestiary/12691-clockwork_defender/,17,42,3,2,4,-4,2,-5
928,Заключённый 237,/bestiary/5791-prisoner_237/,11,32,-1,1,2,3,0,2
929,Залтэмбер,/bestiary/7751-zaltember/,13,30,3,0,2,0,0,0
930,Звезднорунный овен,/bestiary/7199-nyx_fleece_ram/,14,27,3,2,1,-4,1,0
931,Злой маг,/bestiary/7-evil_mage/,12,22,-1,2,0,3,1,0
932,Зомби Страда,/bestiary/951-strahd_zombie/,8,30,1,-2,3,-4,-2,-3
933,Зарак,/bestiary/8427-zarak/,14,37,1,3,3,0,2,-2
934,Зарум Аль-Саряк,/bestiary/6054-zaroum_al_saryak/,15,65,2,3,2,2,0,2
935,Звёздный копьеносец,/bestiary/7693-star_lancer/,15,60,4,2,2,0,1,-1
936,Зеалораптор,/bestiary/5967-zealoraptor/,15,52,3,4,2,-4,1,0
937,Зеалораптор зомби,/bestiary/5991-zealoraptor_zombie/,11,52,3,0,2,-4,-1,-3
938,Зелёный сторожевой дрейк,/multiverse/bestiary/6789-green_guard_drake/,14,52,3,0,3,-3,0,-2
939,Златожор,/bestiary/8402-aurumvorax/,15,36,2,1,1,-4,1,-2
940,Золотистый студень,/bestiary/8-ochre_jelly/,8,45,2,-2,2,-4,-2,-5
941,Заргаш,/bestiary/8420-zargash/,13,45,2,0,2,1,3,2
942,Зеленая карга,/bestiary/192-green_hag/,17,82,4,1,3,1,2,2
943,Зот,/bestiary/7877-xot/,16,67,2,2,3,2,2,1
944,Зуб-Коготь,/bestiary/8021-tooth_n_claw/,15,45,3,1,2,-2,1,-2
945,Зулейка Торанеску,/bestiary/4812-zuleika_toranescu/,11,58,2,1,2,0,0,0
946,Заводная железная кобра,/multiverse/bestiary/6540-clockwork_iron_cobra/,13,91,1,3,2,-4,0,-5
947,Заводной каменный защитник,/multiverse/bestiary/6542-clockwork_stone_defender/,16,105,4,0,3,-4,0,-5
948,Златожор-вожак,/bestiary/8403-aurumvorax_den_leader/,16,52,4,2,2,-4,1,-1
949,Зомби-разносчик чумы,/bestiary/6909-zombie_plague_spreader/,10,78,3,0,2,-4,-3,-3
950,Зависть,/bestiary/8418-envy/,19,114,5,0,4,-4,1,-2
951,Заводной дубовый стрелок,/multiverse/bestiary/6541-clockwork_oaken_bolter/,16,117,1,4,2,-4,0,-5
952,Закия Ракшас,/bestiary/4994-zakya_rakshasa/,18,59,4,2,4,1,1,0
953,Зардорок Санблайт,/bestiary/5744-xardorok_sunblight/,16,93,3,0,4,1,1,4
954,Земляной элементаль,/bestiary/142-earth_elemental/,17,126,5,-1,5,-3,0,-3
955,Зорн,/bestiary/314-xorn/,19,73,3,0,6,0,0,0
956,Зрелый облекс,/multiverse/bestiary/6892-adult_oblex/,14,75,-1,4,3,4,1,2
957,Заклинатель Арфистов,/bestiary/7731-harper_spellcaster/,12,40,-1,2,0,3,1,0
958,Залкора,/bestiary/6077-zalkor_/,15,127,0,2,3,1,1,2
959,Заблудший угнетённый,/multiverse/bestiary/7027-lost_sorrowsworn/,15,78,3,1,2,-2,-2,-3
960,Зандала,/bestiary/6013-xandala/,13,71,0,0,2,4,3,4
961,Земляной элементальный мирмидон,/multiverse/bestiary/6744-earth_elemental_myrmidon/,18,127,4,0,3,-1,0,0
962,Зильчин К’Лептин,/bestiary/5907-zilchyn_q_leptin/,12,45,-1,2,0,3,1,1
963,Заранн А'Дарагон,/bestiary/6200-xarann_a_daragon/,15,78,0,3,2,1,0,0
964,Зеленый слаад,/bestiary/291-green_slaad/,16,127,4,2,3,0,-1,1
965,Зиндар,/bestiary/6014-zindar/,13,110,2,0,2,3,2,4
966,Зираж-охотник,/bestiary/5295-ziraj_the_hunter/,17,153,4,4,4,0,2,2
967,Звездодрев,/bestiary/9258-starbough/,16,138,6,-1,5,1,3,1
968,Зресс Орлеззир,/bestiary/6202-zress_orlezziir/,16,162,2,4,2,1,2,1
969,Зенк Йендар,/bestiary/10437-xenk_yendar/,15,157,4,0,3,2,3,3
970,Зимний эладрин,/multiverse/bestiary/6728-winter_eladrin/,19,165,0,3,3,4,3,1
971,Заводной бехир,/bestiary/8503-clockwork_behir/,17,168,6,3,4,-2,2,1
972,Заражённые паразитами бехир,/bestiary/5061-parasite_infested_behir/,17,168,6,3,4,-2,2,1
973,Зикран,/bestiary/5077-zikran/,12,144,0,2,1,5,2,3
974,Зокс Кламмершам,/bestiary/6179-zox_clammersham/,12,99,0,2,1,5,2,3
975,Занатар,/bestiary/5376-xanathar/,18,180,0,2,4,3,2,3
976,Зефирос,/bestiary/5599-zephyros/,14,200,8,0,6,4,3,3
977,Злой угнетённый,/multiverse/bestiary/7024-angry_sorrowsworn/,18,255,3,0,4,-1,1,-2
978,Зорак Пьюсвет,/bestiary/6171-zorak_lightdrinker/,18,144,4,4,4,3,2,4
979,Зелёный абишай,/multiverse/bestiary/6455-green_abishai/,18,195,1,3,3,3,1,4
980,Зловещий чемпион мора,/bestiary/13258-grim_champion_of_pestilence/,14,120,0,4,3,3,2,5
981,Зегана,/bestiary/942-zegana/,16,130,0,2,2,5,4,3
982,Зодар,/bestiary/8887-zodar/,20,200,10,0,8,1,2,4
983,Залтар Сумеречная тень,/bestiary/6146-zalthar_shadowdusk/,20,180,5,0,5,1,3,4
984,Зикзокришка,/bestiary/5078-zikzokrishka/,19,225,7,0,6,4,2,4
985,Зловещий чемпион кровопролития,/bestiary/13256-grim_champion_of_bloodshed/,18,280,6,1,4,0,3,5
986,Заратан,/multiverse/bestiary/7085-zaratan/,21,307,10,0,10,-4,5,4
987,Заггтмой,/multiverse/bestiary/6594-zuggtmoy/,18,304,6,2,4,5,4,7
988,Зловещий чемпион опустошения,/bestiary/13257-grim_champion_of_desolation/,18,416,6,6,4,1,5,4
989,Зариэль,/multiverse/bestiary/7086-zariel/,21,420,8,7,9,8,8,10
990,Ирина Коляна,/bestiary/4717-ireena_kolyana/,15,14,0,1,0,1,2,3
991,Искатель голоса,/bestiary/3610-vox_seeker/,14,7,-4,0,1,-5,0,-5
992,Ифан Талро’a,/bestiary/6050-ifan_talro_a/,15,9,0,1,0,1,2,3
993,Игольчатая зараза,/bestiary/45-needle_blight/,12,11,1,1,1,-3,-1,-4
994,Икситксачитл,/bestiary/5829-ixitxachitl/,15,18,1,3,1,1,1,-2
995,Икситксачитл клирик,/bestiary/5831-ixitxachitl_cleric/,15,18,1,3,1,1,1,-2
996,Инженер,/bestiary/5117-engineer/,10,7,0,0,0,2,0,0
997,Иссохший гнолл,/multiverse/bestiary/6780-gnoll_witherling/,12,11,2,-1,1,-3,-3,-3
998,Изодранное пугало,/bestiary/8436-clapperclaw_the_scarecrow/,12,14,2,1,0,-2,0,0
999,Ишель,/bestiary/7455-ishel/,15,24,0,2,0,0,0,1
